Case ID;Activity;Creation Date;;Time Stamp
R500264000003940414781;Create TO High Rack;24/07/2013;10:00:00;24/07/2013 10:00
R500264000003940414782;Create TO High Rack;26/07/2013;10:00:00;26/07/2013 10:00
R500264000003940414783;Create TO High Rack;26/07/2013;10:00:00;26/07/2013 10:00
R500264000003940414784;Create TO High Rack;26/07/2013;10:00:00;26/07/2013 10:00
R500264000003940414785;Create TO High Rack;26/07/2013;10:00:00;26/07/2013 10:00
R500264000003940414786;Create TO High Rack;26/07/2013;10:00:00;26/07/2013 10:00
R500264000003940414787;Create TO High Rack;26/07/2013;10:00:00;26/07/2013 10:00
R500264000003940414788;Create TO High Rack;26/07/2013;10:00:00;26/07/2013 10:00
R500264000003940414789;Create TO High Rack;26/07/2013;10:00:00;26/07/2013 10:00
R5002640000039404147810;Create TO High Rack;26/07/2013;10:00:00;26/07/2013 10:00
R5002640000039404147811;Create TO High Rack;26/07/2013;10:00:00;26/07/2013 10:00
R500264000003940414781;Create TO Picking Rack;03/08/2013;13:00:00;03/08/2013 13:00
R500264000003940414782;Create TO Picking Rack;03/08/2013;13:00:00;03/08/2013 13:00
R500264000003940414783;Create TO Picking Rack;05/08/2013;13:00:00;05/08/2013 13:00
R500264000003940414784;Create TO Picking Rack;05/08/2013;13:00:00;05/08/2013 13:00
R500264000003940414785;Create TO Picking Rack;05/08/2013;13:00:00;05/08/2013 13:00
R500264000003940414781;Good Issue;05/08/2013;15:00:00;05/08/2013 15:00
R500264000003940414786;Create TO Picking Rack;05/08/2013;13:00:00;05/08/2013 13:00
R500264000003940414782;Good Issue;05/08/2013;15:00:00;05/08/2013 15:00
R500264000003940414787;Create TO Picking Rack;06/08/2013;13:00:00;06/08/2013 13:00
R500264000003940414783;Good Issue;06/08/2013;15:00:00;06/08/2013 15:00
R500264000003940414784;Good Issue;06/08/2013;15:00:00;06/08/2013 15:00
R500264000003940414788;Create TO Picking Rack;06/08/2013;13:00:00;06/08/2013 13:00
R500264000003940414785;Good Issue;06/08/2013;15:00:00;06/08/2013 15:00
R500264000003940414789;Create TO Picking Rack;19/08/2013;13:00:00;19/08/2013 13:00
R5002640000039404147810;Create TO Picking Rack;19/08/2013;13:00:00;19/08/2013 13:00
R5002640000039404147811;Create TO Picking Rack;19/08/2013;13:00:00;19/08/2013 13:00
R500264000003940414786;Good Issue;21/08/2013;15:00:00;21/08/2013 15:00
R500264000003940414787;Good Issue;21/08/2013;15:00:00;21/08/2013 15:00
R500264000003940414788;Good Issue;21/08/2013;15:00:00;21/08/2013 15:00
R500264000003940414789;Good Issue;21/08/2013;15:00:00;21/08/2013 15:00
R5002640000039404147810;Good Issue;22/08/2013;15:00:00;22/08/2013 15:00
R5002640000039404147811;Good Issue;23/08/2013;15:00:00;23/08/2013 15:00
R500264000003940414781;Good Receipt;23/07/2013;08:00:00;23/07/2013 08:00
R500264000003940414782;Good Receipt;23/07/2013;08:00:00;23/07/2013 08:00
R500264000003940414783;Good Receipt;23/07/2013;08:00:00;23/07/2013 08:00
R500264000003940414784;Good Receipt;23/07/2013;08:00:00;23/07/2013 08:00
R500264000003940414785;Good Receipt;23/07/2013;08:00:00;23/07/2013 08:00
R500264000003940414786;Good Receipt;23/07/2013;08:00:00;23/07/2013 08:00
R500264000003940414787;Good Receipt;23/07/2013;08:00:00;23/07/2013 08:00
R500264000003940414788;Good Receipt;23/07/2013;08:00:00;23/07/2013 08:00
R500264000003940414789;Good Receipt;23/07/2013;08:00:00;23/07/2013 08:00
R5002640000039404147810;Good Receipt;23/07/2013;08:00:00;23/07/2013 08:00
R5002640000039404147811;Good Receipt;23/07/2013;08:00:00;23/07/2013 08:00
R500264000004142414781;Quality Inspection;24/07/2013;09:00:00;24/07/2013 09:00
R500264000004142414781;Create TO High Rack;24/07/2013;10:00:00;24/07/2013 10:00
R500264000004142414781;Create TO Antar High Rack;25/07/2013;11:00:00;25/07/2013 11:00
R500264000004142414781;Good Issue;26/08/2013;15:00:00;26/08/2013 15:00
R500264000004142414781;Good Receipt;23/07/2013;08:00:00;23/07/2013 08:00
R500264000004142414782;Quality Inspection;24/07/2013;09:00:00;24/07/2013 09:00
R500264000004142414782;Create TO High Rack;24/07/2013;10:00:00;24/07/2013 10:00
R500264000004142414782;Create TO Antar High Rack;25/07/2013;11:00:00;25/07/2013 11:00
R500264000004142414782;Create TO Picking Rack;03/08/2013;13:00:00;03/08/2013 13:00
R500264000004142414782;Good Issue;26/08/2013;15:00:00;26/08/2013 15:00
R500264000004142414782;Good Receipt;23/07/2013;08:00:00;23/07/2013 08:00
R500264000004142414783;Quality Inspection;24/07/2013;09:00:00;24/07/2013 09:00
R500264000004142414783;Create TO High Rack;24/07/2013;10:00:00;24/07/2013 10:00
R500264000004142414783;Create TO Antar High Rack;25/07/2013;11:00:00;25/07/2013 11:00
R500264000004142414783;Create TO Picking Rack;04/08/2013;13:00:00;04/08/2013 13:00
R500264000004142414783;Good Issue;26/08/2013;15:00:00;26/08/2013 15:00
R500264000004142414783;Good Receipt;23/07/2013;08:00:00;23/07/2013 08:00
R500264000004142414784;Quality Inspection;24/07/2013;09:00:00;24/07/2013 09:00
R500264000004142414784;Create TO High Rack;25/07/2013;10:00:00;25/07/2013 10:00
R500264000004142414784;Create TO Antar High Rack;25/07/2013;11:00:00;25/07/2013 11:00
R500264000004142414784;Create TO Picking Rack;05/08/2013;13:00:00;05/08/2013 13:00
R500264000004142414784;Good Issue;27/08/2013;15:00:00;27/08/2013 15:00
R500264000004142414784;Good Receipt;23/07/2013;08:00:00;23/07/2013 08:00
R500264000004142414785;Quality Inspection;24/07/2013;09:00:00;24/07/2013 09:00
R500264000004142414785;Create TO High Rack;25/07/2013;10:00:00;25/07/2013 10:00
R500264000004142414785;Create TO Antar High Rack;25/07/2013;11:00:00;25/07/2013 11:00
R500264000004142414785;Create TO Picking Rack;06/08/2013;13:00:00;06/08/2013 13:00
R500264000004142414785;Good Issue;29/08/2013;15:00:00;29/08/2013 15:00
R500264000004142414785;Good Receipt;23/07/2013;08:00:00;23/07/2013 08:00
R500264000004142414786;Quality Inspection;24/07/2013;09:00:00;24/07/2013 09:00
R500264000004142414786;Create TO High Rack;25/07/2013;10:00:00;25/07/2013 10:00
R500264000004142414786;Create TO Antar High Rack;25/07/2013;11:00:00;25/07/2013 11:00
R500264000004142414786;Create TO Picking Rack;19/08/2013;13:00:00;19/08/2013 13:00
R500264000004142414786;Good Issue;29/08/2013;15:00:00;29/08/2013 15:00
R500264000004142414786;Good Receipt;23/07/2013;08:00:00;23/07/2013 08:00
R500264000004142414787;Quality Inspection;24/07/2013;09:00:00;24/07/2013 09:00
R500264000004142414787;Create TO High Rack;25/07/2013;10:00:00;25/07/2013 10:00
R500264000004142414787;Create TO Antar High Rack;25/07/2013;11:00:00;25/07/2013 11:00
R500264000004142414787;Create TO Picking Rack;21/08/2013;13:00:00;21/08/2013 13:00
R500264000004142414787;Good Issue;30/08/2013;15:00:00;30/08/2013 15:00
R500264000004142414787;Good Receipt;23/07/2013;08:00:00;23/07/2013 08:00
R500264000004142414788;Quality Inspection;24/07/2013;09:00:00;24/07/2013 09:00
R500264000004142414788;Create TO High Rack;25/07/2013;10:00:00;25/07/2013 10:00
R500264000004142414788;Create TO Antar High Rack;25/07/2013;11:00:00;25/07/2013 11:00
R500264000004142414788;Create TO Picking Rack;22/08/2013;13:00:00;22/08/2013 13:00
R500264000004142414788;Good Issue;02/09/2013;15:00:00;02/09/2013 15:00
R500264000004142414788;Good Receipt;23/07/2013;08:00:00;23/07/2013 08:00
R500264000004142414789;Quality Inspection;24/07/2013;09:00:00;24/07/2013 09:00
R500264000004142414789;Create TO High Rack;25/07/2013;10:00:00;25/07/2013 10:00
R500264000004142414789;Create TO Antar High Rack;25/07/2013;11:00:00;25/07/2013 11:00
R500264000004142414789;Create TO Picking Rack;22/08/2013;13:00:00;22/08/2013 13:00
R500264000004142414789;Good Issue;02/09/2013;15:00:00;02/09/2013 15:00
R500264000004142414789;Good Receipt;23/07/2013;08:00:00;23/07/2013 08:00
R500264000003940415241;Quality Inspection;10/09/2013;09:00:00;10/09/2013 09:00
R500264000003940415242;Quality Inspection;10/09/2013;09:00:00;10/09/2013 09:00
R500264000003940415243;Quality Inspection;10/09/2013;09:00:00;10/09/2013 09:00
R500264000003940415244;Quality Inspection;10/09/2013;09:00:00;10/09/2013 09:00
R500264000003940415245;Quality Inspection;10/09/2013;09:00:00;10/09/2013 09:00
R500264000003940415246;Quality Inspection;10/09/2013;09:00:00;10/09/2013 09:00
R500264000003940415247;Quality Inspection;10/09/2013;09:00:00;10/09/2013 09:00
R500264000003940415248;Quality Inspection;10/09/2013;09:00:00;10/09/2013 09:00
R500264000003940415249;Quality Inspection;10/09/2013;09:00:00;10/09/2013 09:00
R5002640000039404152410;Quality Inspection;10/09/2013;09:00:00;10/09/2013 09:00
R5002640000039404152411;Quality Inspection;10/09/2013;09:00:00;10/09/2013 09:00
R5002640000039404152412;Quality Inspection;10/09/2013;09:00:00;10/09/2013 09:00
R5002640000039404152413;Quality Inspection;10/09/2013;09:00:00;10/09/2013 09:00
R5002640000039404152414;Quality Inspection;10/09/2013;09:00:00;10/09/2013 09:00
R5002640000039404152415;Quality Inspection;10/09/2013;09:00:00;10/09/2013 09:00
R5002640000039404152416;Quality Inspection;10/09/2013;09:00:00;10/09/2013 09:00
R5002640000039404152417;Quality Inspection;10/09/2013;09:00:00;10/09/2013 09:00
R5002640000039404152418;Quality Inspection;10/09/2013;09:00:00;10/09/2013 09:00
R500264000003940415241;Create TO High Rack;10/09/2013;10:00:00;10/09/2013 10:00
R500264000003940415242;Create TO High Rack;10/09/2013;10:00:00;10/09/2013 10:00
R500264000003940415243;Create TO High Rack;10/09/2013;10:00:00;10/09/2013 10:00
R500264000003940415244;Create TO High Rack;10/09/2013;10:00:00;10/09/2013 10:00
R500264000003940415245;Create TO High Rack;10/09/2013;10:00:00;10/09/2013 10:00
R500264000003940415246;Create TO High Rack;10/09/2013;10:00:00;10/09/2013 10:00
R500264000003940415247;Create TO High Rack;10/09/2013;10:00:00;10/09/2013 10:00
R500264000003940415248;Create TO High Rack;10/09/2013;10:00:00;10/09/2013 10:00
R500264000003940415249;Create TO High Rack;10/09/2013;10:00:00;10/09/2013 10:00
R5002640000039404152410;Create TO High Rack;10/09/2013;10:00:00;10/09/2013 10:00
R5002640000039404152411;Create TO High Rack;10/09/2013;10:00:00;10/09/2013 10:00
R5002640000039404152412;Create TO High Rack;10/09/2013;10:00:00;10/09/2013 10:00
R5002640000039404152413;Create TO High Rack;10/09/2013;10:00:00;10/09/2013 10:00
R5002640000039404152414;Create TO High Rack;10/09/2013;10:00:00;10/09/2013 10:00
R5002640000039404152415;Create TO High Rack;10/09/2013;10:00:00;10/09/2013 10:00
R5002640000039404152416;Create TO High Rack;10/09/2013;10:00:00;10/09/2013 10:00
R5002640000039404152417;Create TO High Rack;10/09/2013;10:00:00;10/09/2013 10:00
R5002640000039404152418;Create TO High Rack;10/09/2013;10:00:00;10/09/2013 10:00
R500264000003940415241;Create TO Antar High Rack;10/09/2013;11:00:00;10/09/2013 11:00
R500264000003940415242;Create TO Antar High Rack;10/09/2013;11:00:00;10/09/2013 11:00
R500264000003940415243;Create TO Antar High Rack;10/09/2013;11:00:00;10/09/2013 11:00
R500264000003940415244;Create TO Antar High Rack;10/09/2013;11:00:00;10/09/2013 11:00
R500264000003940415245;Create TO Antar High Rack;10/09/2013;11:00:00;10/09/2013 11:00
R500264000003940415246;Create TO Antar High Rack;10/09/2013;11:00:00;10/09/2013 11:00
R500264000003940415247;Create TO Antar High Rack;10/09/2013;11:00:00;10/09/2013 11:00
R500264000003940415248;Create TO Antar High Rack;10/09/2013;11:00:00;10/09/2013 11:00
R500264000003940415249;Create TO Antar High Rack;10/09/2013;11:00:00;10/09/2013 11:00
R5002640000039404152410;Create TO Antar High Rack;10/09/2013;11:00:00;10/09/2013 11:00
R5002640000039404152411;Create TO Antar High Rack;10/09/2013;11:00:00;10/09/2013 11:00
R5002640000039404152412;Create TO Antar High Rack;10/09/2013;11:00:00;10/09/2013 11:00
R5002640000039404152413;Create TO Antar High Rack;10/09/2013;11:00:00;10/09/2013 11:00
R5002640000039404152414;Create TO Antar High Rack;10/09/2013;11:00:00;10/09/2013 11:00
R5002640000039404152415;Create TO Antar High Rack;10/09/2013;11:00:00;10/09/2013 11:00
R5002640000039404152416;Create TO Antar High Rack;10/09/2013;11:00:00;10/09/2013 11:00
R5002640000039404152417;Create TO Antar High Rack;10/09/2013;11:00:00;10/09/2013 11:00
R5002640000039404152418;Create TO Antar High Rack;10/09/2013;11:00:00;10/09/2013 11:00
R500264000003940415241;Create TO Picking Rack;11/09/2013;13:00:00;11/09/2013 13:00
R500264000003940415242;Create TO Picking Rack;12/11/2013;13:00:00;12/11/2013 13:00
R500264000003940415243;Create TO Picking Rack;12/11/2013;13:00:00;12/11/2013 13:00
R500264000003940415244;Create TO Picking Rack;13/11/2013;13:00:00;13/11/2013 13:00
R500264000003940415245;Create TO Picking Rack;11/09/2013;13:00:00;11/09/2013 13:00
R500264000003940415246;Create TO Picking Rack;12/11/2013;13:00:00;12/11/2013 13:00
R500264000003940415247;Create TO Picking Rack;12/11/2013;13:00:00;12/11/2013 13:00
R500264000003940415248;Create TO Picking Rack;13/11/2013;13:00:00;13/11/2013 13:00
R500264000003940415249;Create TO Picking Rack;11/09/2013;13:00:00;11/09/2013 13:00
R5002640000039404152410;Create TO Picking Rack;12/11/2013;13:00:00;12/11/2013 13:00
R5002640000039404152411;Create TO Picking Rack;12/11/2013;13:00:00;12/11/2013 13:00
R5002640000039404152412;Create TO Picking Rack;13/11/2013;13:00:00;13/11/2013 13:00
R5002640000039404152413;Create TO Picking Rack;11/09/2013;13:00:00;11/09/2013 13:00
R5002640000039404152414;Create TO Picking Rack;12/11/2013;13:00:00;12/11/2013 13:00
R5002640000039404152415;Create TO Picking Rack;12/11/2013;13:00:00;12/11/2013 13:00
R5002640000039404152416;Create TO Picking Rack;13/11/2013;13:00:00;13/11/2013 13:00
R5002640000039404152417;Create TO Picking Rack;11/09/2013;13:00:00;11/09/2013 13:00
R5002640000039404152418;Create TO Picking Rack;12/11/2013;13:00:00;12/11/2013 13:00
R500264000003940415241;Good Issue;13/11/2013;15:00:00;13/11/2013 15:00
R500264000003940415242;Good Issue;14/11/2013;15:00:00;14/11/2013 15:00
R500264000003940415243;Good Issue;14/11/2013;15:00:00;14/11/2013 15:00
R500264000003940415244;Good Issue;14/11/2013;15:00:00;14/11/2013 15:00
R500264000003940415245;Good Issue;15/11/2013;15:00:00;15/11/2013 15:00
R500264000003940415246;Good Issue;15/11/2013;15:00:00;15/11/2013 15:00
R500264000003940415247;Good Issue;16/11/2013;15:00:00;16/11/2013 15:00
R500264000003940415248;Good Issue;16/11/2013;15:00:00;16/11/2013 15:00
R500264000003940415249;Good Issue;17/11/2013;15:00:00;17/11/2013 15:00
R5002640000039404152410;Good Issue;17/11/2013;15:00:00;17/11/2013 15:00
R5002640000039404152411;Good Issue;18/11/2013;15:00:00;18/11/2013 15:00
R5002640000039404152412;Good Issue;02/12/2013;15:00:00;02/12/2013 15:00
R5002640000039404152413;Good Issue;05/12/2013;15:00:00;05/12/2013 15:00
R5002640000039404152414;Good Issue;09/12/2013;15:00:00;09/12/2013 15:00
R5002640000039404152415;Good Issue;09/12/2013;15:00:00;09/12/2013 15:00
R5002640000039404152416;Good Issue;02/12/2013;15:00:00;02/12/2013 15:00
R5002640000039404152417;Good Issue;05/12/2013;15:00:00;05/12/2013 15:00
R5002640000039404152418;Good Issue;09/12/2013;15:00:00;09/12/2013 15:00
R500264000003940415241;Good Receipt;07/09/2013;08:00:00;07/09/2013 08:00
R500264000003940415242;Good Receipt;07/09/2013;08:00:00;07/09/2013 08:00
R500264000003940415243;Good Receipt;07/09/2013;08:00:00;07/09/2013 08:00
R500264000003940415244;Good Receipt;07/09/2013;08:00:00;07/09/2013 08:00
R500264000003940415245;Good Receipt;07/09/2013;08:00:00;07/09/2013 08:00
R500264000003940415246;Good Receipt;07/09/2013;08:00:00;07/09/2013 08:00
R500264000003940415247;Good Receipt;07/09/2013;08:00:00;07/09/2013 08:00
R500264000003940415248;Good Receipt;07/09/2013;08:00:00;07/09/2013 08:00
R500264000003940415249;Good Receipt;07/09/2013;08:00:00;07/09/2013 08:00
R5002640000039404152410;Good Receipt;07/09/2013;08:00:00;07/09/2013 08:00
R5002640000039404152411;Good Receipt;07/09/2013;08:00:00;07/09/2013 08:00
R5002640000039404152412;Good Receipt;07/09/2013;08:00:00;07/09/2013 08:00
R5002640000039404152413;Good Receipt;07/09/2013;08:00:00;07/09/2013 08:00
R5002640000039404152414;Good Receipt;07/09/2013;08:00:00;07/09/2013 08:00
R5002640000039404152415;Good Receipt;07/09/2013;08:00:00;07/09/2013 08:00
R5002640000039404152416;Good Receipt;07/09/2013;08:00:00;07/09/2013 08:00
R5002640000039404152417;Good Receipt;07/09/2013;08:00:00;07/09/2013 08:00
R5002640000039404152418;Good Receipt;07/09/2013;08:00:00;07/09/2013 08:00
R500264000003940415699;Quality Inspection;23/10/2013;09:00:00;23/10/2013 09:00
R500264000003940415699;Create TO High Rack;23/10/2013;10:00:00;23/10/2013 10:00
R500264000003940415699;Create TO Antar High Rack;23/10/2013;11:00:00;23/10/2013 11:00
R500264000003940415699;Create TO Picking Rack;05/12/2013;13:00:00;05/12/2013 13:00
R500264000003940415699;Good Issue;05/12/2013;15:00:00;05/12/2013 15:00
R500264000003940415699;Good Receipt;22/10/2013;08:00:00;22/10/2013 08:00
R500264000003940415698;Quality Inspection;23/10/2013;09:00:00;23/10/2013 09:00
R500264000003940415698;Create TO High Rack;23/10/2013;10:00:00;23/10/2013 10:00
R500264000003940415698;Create TO Antar High Rack;23/10/2013;11:00:00;23/10/2013 11:00
R500264000003940415698;Create TO Picking Rack;05/12/2013;13:00:00;05/12/2013 13:00
R500264000003940415698;Good Issue;05/12/2013;15:00:00;05/12/2013 15:00
R500264000003940415698;Good Receipt;22/10/2013;08:00:00;22/10/2013 08:00
R500264000003940415697;Quality Inspection;23/10/2013;09:00:00;23/10/2013 09:00
R500264000003940415697;Create TO High Rack;23/10/2013;10:00:00;23/10/2013 10:00
R500264000003940415697;Create TO Antar High Rack;23/10/2013;11:00:00;23/10/2013 11:00
R500264000003940415697;Create TO Picking Rack;05/12/2013;13:00:00;05/12/2013 13:00
R500264000003940415697;Good Issue;05/12/2013;15:00:00;05/12/2013 15:00
R500264000003940415697;Good Receipt;22/10/2013;08:00:00;22/10/2013 08:00
R500264000003940415696;Quality Inspection;23/10/2013;09:00:00;23/10/2013 09:00
R500264000003940415696;Create TO High Rack;23/10/2013;10:00:00;23/10/2013 10:00
R500264000003940415696;Create TO Antar High Rack;23/10/2013;11:00:00;23/10/2013 11:00
R500264000003940415696;Create TO Picking Rack;05/12/2013;13:00:00;05/12/2013 13:00
R500264000003940415696;Good Issue;05/12/2013;15:00:00;05/12/2013 15:00
R500264000003940415696;Good Receipt;22/10/2013;08:00:00;22/10/2013 08:00
R500264000003940415695;Quality Inspection;23/10/2013;09:00:00;23/10/2013 09:00
R500264000003940415695;Create TO High Rack;23/10/2013;10:00:00;23/10/2013 10:00
R500264000003940415695;Create TO Antar High Rack;23/10/2013;11:00:00;23/10/2013 11:00
R500264000003940415695;Create TO Picking Rack;04/12/2013;13:00:00;04/12/2013 13:00
R500264000003940415695;Good Issue;04/12/2013;15:00:00;04/12/2013 15:00
R500264000003940415695;Good Receipt;22/10/2013;08:00:00;22/10/2013 08:00
R500264000003940415694;Quality Inspection;23/10/2013;09:00:00;23/10/2013 09:00
R500264000003940415694;Create TO High Rack;23/10/2013;10:00:00;23/10/2013 10:00
R500264000003940415694;Create TO Antar High Rack;23/10/2013;11:00:00;23/10/2013 11:00
R500264000003940415694;Create TO Picking Rack;26/11/2013;13:00:00;26/11/2013 13:00
R500264000003940415694;Good Issue;04/12/2013;15:00:00;04/12/2013 15:00
R500264000003940415694;Good Receipt;22/10/2013;08:00:00;22/10/2013 08:00
R500264000003940415693;Quality Inspection;23/10/2013;09:00:00;23/10/2013 09:00
R500264000003940415693;Create TO High Rack;23/10/2013;10:00:00;23/10/2013 10:00
R500264000003940415693;Create TO Antar High Rack;23/10/2013;11:00:00;23/10/2013 11:00
R500264000003940415693;Create TO Picking Rack;19/11/2013;13:00:00;19/11/2013 13:00
R500264000003940415693;Good Issue;19/11/2013;15:00:00;19/11/2013 15:00
R500264000003940415693;Good Receipt;22/10/2013;08:00:00;22/10/2013 08:00
R500264000003940415692;Quality Inspection;23/10/2013;09:00:00;23/10/2013 09:00
R500264000003940415692;Create TO High Rack;23/10/2013;10:00:00;23/10/2013 10:00
R500264000003940415692;Create TO Antar High Rack;23/10/2013;11:00:00;23/10/2013 11:00
R500264000003940415692;Create TO Picking Rack;18/11/2013;13:00:00;18/11/2013 13:00
R500264000003940415692;Good Issue;18/11/2013;15:00:00;18/11/2013 15:00
R500264000003940415692;Good Receipt;22/10/2013;08:00:00;22/10/2013 08:00
R500264000003940415691;Quality Inspection;23/10/2013;09:00:00;23/10/2013 09:00
R500264000003940415691;Create TO High Rack;23/10/2013;10:00:00;23/10/2013 10:00
R500264000003940415691;Create TO Antar High Rack;23/10/2013;11:00:00;23/10/2013 11:00
R500264000003940415691;Create TO Picking Rack;23/10/2013;13:00:00;23/10/2013 13:00
R500264000003940415691;Good Issue;07/11/2013;15:00:00;07/11/2013 15:00
R500264000003940415691;Good Receipt;22/10/2013;08:00:00;22/10/2013 08:00
R50026400000373841519100;Quality Inspection;03/09/2013;09:00:00;03/09/2013 09:00
R50026400000373841519100;Create TO High Rack;03/09/2013;10:00:00;03/09/2013 10:00
R50026400000373841519100;Create TO Antar High Rack;03/09/2013;11:00:00;03/09/2013 11:00
R50026400000373841519100;Create TO Picking Rack;26/09/2013;13:00:00;26/09/2013 13:00
R50026400000373841519100;Good Issue;08/11/2013;15:00:00;08/11/2013 15:00
R50026400000373841519100;Good Receipt;02/09/2013;08:00:00;02/09/2013 08:00
R5002640000037384151999;Quality Inspection;03/09/2013;09:00:00;03/09/2013 09:00
R5002640000037384151999;Create TO High Rack;03/09/2013;10:00:00;03/09/2013 10:00
R5002640000037384151999;Create TO Antar High Rack;03/09/2013;11:00:00;03/09/2013 11:00
R5002640000037384151999;Create TO Picking Rack;26/09/2013;13:00:00;26/09/2013 13:00
R5002640000037384151999;Good Issue;08/11/2013;15:00:00;08/11/2013 15:00
R5002640000037384151999;Good Receipt;02/09/2013;08:00:00;02/09/2013 08:00
R5002640000037384151998;Quality Inspection;03/09/2013;09:00:00;03/09/2013 09:00
R5002640000037384151998;Create TO High Rack;03/09/2013;10:00:00;03/09/2013 10:00
R5002640000037384151998;Create TO Antar High Rack;03/09/2013;11:00:00;03/09/2013 11:00
R5002640000037384151998;Create TO Picking Rack;26/09/2013;13:00:00;26/09/2013 13:00
R5002640000037384151998;Good Issue;08/11/2013;15:00:00;08/11/2013 15:00
R5002640000037384151998;Good Receipt;02/09/2013;08:00:00;02/09/2013 08:00
R5002640000037384151997;Quality Inspection;03/09/2013;09:00:00;03/09/2013 09:00
R5002640000037384151997;Create TO High Rack;03/09/2013;10:00:00;03/09/2013 10:00
R5002640000037384151997;Create TO Antar High Rack;03/09/2013;11:00:00;03/09/2013 11:00
R5002640000037384151997;Create TO Picking Rack;26/09/2013;13:00:00;26/09/2013 13:00
R5002640000037384151997;Good Issue;08/11/2013;15:00:00;08/11/2013 15:00
R5002640000037384151997;Good Receipt;02/09/2013;08:00:00;02/09/2013 08:00
R5002640000037384151996;Quality Inspection;03/09/2013;09:00:00;03/09/2013 09:00
R5002640000037384151996;Create TO High Rack;03/09/2013;10:00:00;03/09/2013 10:00
R5002640000037384151996;Create TO Antar High Rack;03/09/2013;11:00:00;03/09/2013 11:00
R5002640000037384151996;Create TO Picking Rack;26/09/2013;13:00:00;26/09/2013 13:00
R5002640000037384151996;Good Issue;07/11/2013;15:00:00;07/11/2013 15:00
R5002640000037384151996;Good Receipt;02/09/2013;08:00:00;02/09/2013 08:00
R5002640000037384151995;Quality Inspection;03/09/2013;09:00:00;03/09/2013 09:00
R5002640000037384151995;Create TO High Rack;03/09/2013;10:00:00;03/09/2013 10:00
R5002640000037384151995;Create TO Antar High Rack;03/09/2013;11:00:00;03/09/2013 11:00
R5002640000037384151995;Create TO Picking Rack;26/09/2013;13:00:00;26/09/2013 13:00
R5002640000037384151995;Good Issue;07/11/2013;15:00:00;07/11/2013 15:00
R5002640000037384151995;Good Receipt;02/09/2013;08:00:00;02/09/2013 08:00
R5002640000037384151994;Quality Inspection;03/09/2013;09:00:00;03/09/2013 09:00
R5002640000037384151994;Create TO High Rack;03/09/2013;10:00:00;03/09/2013 10:00
R5002640000037384151994;Create TO Antar High Rack;03/09/2013;11:00:00;03/09/2013 11:00
R5002640000037384151994;Create TO Picking Rack;26/09/2013;13:00:00;26/09/2013 13:00
R5002640000037384151994;Good Issue;06/11/2013;15:00:00;06/11/2013 15:00
R5002640000037384151994;Good Receipt;02/09/2013;08:00:00;02/09/2013 08:00
R5002640000037384151993;Quality Inspection;03/09/2013;09:00:00;03/09/2013 09:00
R5002640000037384151993;Create TO High Rack;03/09/2013;10:00:00;03/09/2013 10:00
R5002640000037384151993;Create TO Antar High Rack;03/09/2013;11:00:00;03/09/2013 11:00
R5002640000037384151993;Create TO Picking Rack;26/09/2013;13:00:00;26/09/2013 13:00
R5002640000037384151993;Good Issue;06/11/2013;15:00:00;06/11/2013 15:00
R5002640000037384151993;Good Receipt;02/09/2013;08:00:00;02/09/2013 08:00
R5002640000037384151992;Quality Inspection;03/09/2013;09:00:00;03/09/2013 09:00
R5002640000037384151992;Create TO High Rack;03/09/2013;10:00:00;03/09/2013 10:00
R5002640000037384151992;Create TO Antar High Rack;03/09/2013;11:00:00;03/09/2013 11:00
R5002640000037384151992;Create TO Picking Rack;26/09/2013;13:00:00;26/09/2013 13:00
R5002640000037384151992;Good Issue;06/11/2013;15:00:00;06/11/2013 15:00
R5002640000037384151992;Good Receipt;02/09/2013;08:00:00;02/09/2013 08:00
R5002640000037384151991;Quality Inspection;03/09/2013;09:00:00;03/09/2013 09:00
R5002640000037384151991;Create TO High Rack;03/09/2013;10:00:00;03/09/2013 10:00
R5002640000037384151991;Create TO Antar High Rack;03/09/2013;11:00:00;03/09/2013 11:00
R5002640000037384151991;Create TO Picking Rack;26/09/2013;13:00:00;26/09/2013 13:00
R5002640000037384151991;Good Issue;02/11/2013;15:00:00;02/11/2013 15:00
R5002640000037384151991;Good Receipt;02/09/2013;08:00:00;02/09/2013 08:00
R5002640000037384151990;Quality Inspection;03/09/2013;09:00:00;03/09/2013 09:00
R5002640000037384151990;Create TO High Rack;03/09/2013;10:00:00;03/09/2013 10:00
R5002640000037384151990;Create TO Antar High Rack;03/09/2013;11:00:00;03/09/2013 11:00
R5002640000037384151990;Create TO Picking Rack;26/09/2013;13:00:00;26/09/2013 13:00
R5002640000037384151990;Good Issue;31/10/2013;15:00:00;31/10/2013 15:00
R5002640000037384151990;Good Receipt;02/09/2013;08:00:00;02/09/2013 08:00
R5002640000037384151989;Quality Inspection;03/09/2013;09:00:00;03/09/2013 09:00
R5002640000037384151989;Create TO High Rack;03/09/2013;10:00:00;03/09/2013 10:00
R5002640000037384151989;Create TO Antar High Rack;03/09/2013;11:00:00;03/09/2013 11:00
R5002640000037384151989;Create TO Picking Rack;26/09/2013;13:00:00;26/09/2013 13:00
R5002640000037384151989;Good Issue;31/10/2013;15:00:00;31/10/2013 15:00
R5002640000037384151989;Good Receipt;02/09/2013;08:00:00;02/09/2013 08:00
